id,url,title,company,salary,location,work_time,contract_type,scraped_at,description
zatrudnie-murarzy-proste-mury-szybka-kasa-CID4-ID17Jkyg,https://www.olx.pl/oferta/praca/zatrudnie-murarzy-proste-mury-szybka-kasa-CID4-ID17Jkyg.html,ZATRUDNIĘ MURARZY proste mury szybka kasa,,7 000 - 10 000 zł / mies. brutto,"Wrocław, Stare Miasto",Pełny etat,"Inny, Umowa o pracę, Samozatrudnienie, Umowa zlecenie",2025-10-11 22:40:30,"Obowiązki: Wykonywanie prac murarskich. Praca przy budowie budynków stanu surowego. Murowanie różnego typu materiałów (np. bloczki betonowe, silikaty). Prace związane z wykonywaniem fundamentów, ścian i innych elementów budowy. Prace ogólnobudowlane, w tym szalunki, zbrojenie i rozbiórki. Praca na terenie budowy, dbanie o porządek. Wykonywanie izolacji pod mury. Czytanie projektów technicznych. Praca w zespole oraz samodzielność. Praca przy różnorodnych projektach budowlanych. Wymagania: Doświadczenie w pracy jako murarz. Umiejętność pracy w zespole. Sprawność fizyczna i wytrzymałość. Dokładność i precyzja w wykonywaniu powierzonych zadań. Zdolność do samodzielnej organizacji pracy. Umiejętność czytania rysunków technicznych i dokumentacji budowlanej. Prawo jazdy kategorii B. Brak problemów z alkoholem. Dyspozycyjność i zaangażowanie w pracę. Chęć do nauki i pracy w zawodzie murarza."
zrywanie-pieczarek-stabilna-praca-bez-doswiadczenia-CID4-ID17zyya,https://www.olx.pl/oferta/praca/zrywanie-pieczarek-stabilna-praca-bez-doswiadczenia-CID4-ID17zyya.html,Zrywanie pieczarek – stabilna praca bez doświadczenia!,,11 000 - 16 000 zł / mies. brutto,"Wrocław, Stare Miasto",Pełny etat,Umowa o pracę,2025-10-11 22:40:31,"Szukasz stabilnej pracy w Holandii? To świetnie! Czeka na Ciebie lekka praca przy zbiorze pieczarek! Nie wymagamy doświadczenia! Stawka: 17,30 EUR brutto/h. Nasz klient to rodzinna firma z ponad 40-letnim doświadczeniem na holenderskim rynku uprawy grzybów. Szczegóły: Praca polega na ręcznym zbiorze białych pieczarek przy użyciu nożyka. Grzyby rosną na ruchomych taśmociągach, praca odbywa się głównie przy taśmie i nie wymaga wcześniejszego doświadczenia. Dodatkowo do Twoich obowiązków należeć będzie: Układanie towaru do skrzynek kierowanych taśmociągiem do pakowni Ważenie zebranych pieczarek Przygotowywanie towaru do transportu – układanie produktów na paletach Proste prace porządkowe Wymagania: znajomość jęz. angielskiego w stopniu podstawowym Mile widziane: czynne prawo jazdy kat. B Atuty pracy: możliwość nawiązania dłuższej współpracy stawka 17,30 euro brutto/h – łącznie z dodatkiem urlopowym oraz wakacyjnym, otrzymywanym za każdą normatywną godzinę pracy 135% za pracę powyżej 38 h/tydzień lub za pracę w sobotę 150% dodatek za pracę w święto lub w niedzielę brak wiekówki praca w systemie 1-zmianowym! możesz skorzystać z oferowanego przez nas zakwaterowania darmowy dostęp do platformy z kursami językowymi po 30 dniach zatrudnienia bonus za dowożenie kolegów i koleżanek do pracy 150€ brutto/msc zapewniamy legalne zatrudnienie na podstawie umowy o pracę tymczasową oraz ubezpieczenie na terenie Holandii pomożemy Ci zorganizować transport do kraju pracy oraz zapewniamy go na miejscu będziesz pod stałą opieką polskojęzycznego opiekuna projektu Dzięki polskiej umowie: odkładasz środki na emeryturę w Polsce zachowujesz ciągłość ubezpieczenia nie tracisz prawa do dodatków socjalnych i zasiłku dla bezrobotnych Jak wygląda rekrutacja? możesz aplikować o pracę tak, jak Ci wygodnie: przez formularz na stronę, telefonicznie, mailem lub przez Messenger oddzwonimy do Ciebie, nasza rekruterka/rekruter pomoże Ci wybrać ofertę i opowie o jej szczegółach podpiszemy umowę i umówimy Cię na badania lekarskie i już – można zarabiać! W Contrain mamy 27 lat doświadczenia w zatrudnianiu pracowników tymczasowych, z sukcesami potwierdzonymi nie tylko wyróżnieniami jak „Agencja zatrudnienia przyjazna pracownikom” czy Diamenty Forbesa, ale przede wszystkim opiniami zatrudnianych przez nas osób. Chcesz wiedzieć, co mówią o nas pracownicy?"
krk-przedstawiciel-handlowy-CID4-ID17CYBB,https://www.olx.pl/oferta/praca/krk-przedstawiciel-handlowy-CID4-ID17CYBB.html,(KRK) Przedstawiciel Handlowy,,7 000 - 20 000 zł / mies. brutto,"Kraków, Stare Miasto",Pełny etat,Samozatrudnienie,2025-10-11 22:40:30,"Synergy Sp. z o.o. - bezpośredni partner Orange Polska - prowadzi rekrutację na stanowisko: Przedstawiciel Handlowy Twój zakres obowiązków: pozyskiwanie nowych klientów Orange (usługi FTTH dostępu do światłowodu), zawieranie umów o świadczenie usług telekomunikacyjnych, opieka nad obecnymi klientami Orange, w tym obsługa posprzedażowa, doradztwo w zakresie rozwiązań telekomunikacyjnych dla klientów indywidualnych oraz b2b. Nasze wymagania: mile widziane doświadczenie w pracy w grupie Orange Polska - ułatwieniem będzie doświadczenie w pracy jako Konsultant w Salonie Sprzedaży lub Konsultant na Infolinii/TLS lub doświadczenie w pracy i innych operatorów telekomunikacyjnych, doświadczenie w sprzedaży - ułatwieniem będzie doświadczenie w sprzedaży usług telekomunikacyjnych, energii w telesprzedaży lub telemarketingu oraz D2D, zainteresowanie nowymi technologiami, osoby szybko uczące się, osoby lubiące relacje z klientem zarówno osobiste, jak i telefoniczne, sumienność i dokładność, prawo jazdy kategorii B, własny samochód oraz gotowość do mobilności w zakresie przyznanego do opieki terenu, posiadanie zarejestrowanej działalności gospodarczej lub gotowość do jej założenia. Oferujemy: oferujemy atrakcyjny system wynagrodzeń, który pozwala zbudować wysokie wynagrodzenie miesięczne - wynagrodzenie prowizyjne, przez pierwszy okres współpracy ""pas startowy"" w postaci podstawy+prowizja, najwyższe prowizje w branży, elastyczną formę współpracy - kontrakt b2b, jasną ścieżkę kariery, elastyczność i swobodę działania, cykl szkoleń produktowo – ofertowych, uczestniczenie w rozwoju firmy, gdzie Twoja opinia jest dla nas bardzo ważna. Mile widziani również Managerowie oraz Liderzy z własnymi grupami sprzedażowymi - możliwość współpracy w oparciu o model agencyjny."
pracownik-restauracji-kfc-al-29-listopada-CID4-ID15K6W9,https://www.olx.pl/oferta/praca/pracownik-restauracji-kfc-al-29-listopada-CID4-ID15K6W9.html,Pracownik restauracji KFC al. 29 Listopada,,30 - 31 zł / godz. brutto,"Kraków, Prądnik Biały",Niepełny etat,Umowa zlecenie,2025-10-11 22:40:51,"Jako oryginalny brand, przyciągamy osobowości, które każdego dnia wnoszą swój charakter i energię do pracy. Bądź sobą i tylko sobą - oryginalny Ty w KFC! Twoja oryginalna misja: Mistrz smaku: Przygotowywanie pysznych produktów KFC. Ambasador gościnności: Kompletowanie i serwowanie zamówień. Strażnik jakości: Pielęgnacja sprzętu i utrzymanie krystalicznej czystości przy Twoim stanowisku pracy. Twoja odważna osobowość: Zapał i entuzjazm: Twoja energia i chęć do nauki są dla nas bezcenne! Pozytywne nastawienie: Twoje otwarte serce i uśmiech to Twoja supermoc. Duch zespołu: Współpraca to klucz do oryginalnego sukcesu. Co KFC ma dla Ciebie: Dzięki elastycznemu grafikowi decydujesz, kiedy pracujesz. Posiłek pracowniczy - ciesz się oryginalnym smakiem, który tworzysz. Twoje zaangażowanie przekłada się na atrakcyjne wynagrodzenie i premie, zawsze wypłacane na czas. Za pracę w godzinach 22:30-6:30 otrzymasz 20% więcej. Poleć nas swoim znajomym i odbierz dodatkową premię. Pakiet szkoleń - odkryj w sobie mistrza: wszystkiego Cię nauczymy! Rozwój kompetencji - bo z nami zdobędziesz umiejętności, które nadadzą smaku Twojej karierze. Atrakcyjny pakiet benefitów (m.in. Karta Medicover Sport). Zniżkę do naszych restauracji i kawiarni: KFC, Pizza Hut, Burger King, Starbucks. Umowa dostosowana do Ciebie. Oferujemy umowę zlecenie dla studentów poniżej 26 roku życia lub umowę o pracę*. Oferta otwarta również dla osób z orzeczeniem o niepełnosprawności. *Umowa o pracę po 3 miesiącach pełnych wyzwań i sukcesów. Bądź sobą. Bądź z nami. Dołącz do oryginalnej rodziny! Aplikuj teraz."
magazynier-magazynierka-CID4-ID17Few1,https://www.olx.pl/oferta/praca/magazynier-magazynierka-CID4-ID17Few1.html,Magazynier/Magazynierka,,,Płońsk,Pełny etat,Umowa o pracę,2025-10-11 22:40:51,"ILS Sp. z o.o. operator logistyczny z grupy kapitałowej Inter Cars S.A. w związku z dynamicznym rozwojem poszukuje kandydatek/kandydatów do pracy w Europejskim Centrum Logistyki i Rozwoju w Zakroczymiu na stanowisko: Magazynier/Magazynierka Jakie będą Twoje zadania? • Realizacja przyjęcia towaru do magazynu • Kompletacja zamówień • Sortowanie i pakowanie towaru • Obsługa wydania towaru Czego od Ciebie oczekujemy? • Zaangażowania i chęci do pracy • Sumienności i dokładności w wykonywaniu obowiązków • Gotowości i zdolności do pracy w trybie trzyzmianowym • Przestrzegania zasad i wewnętrznych regulaminów pracy Co możemy Ci zaoferować? • Wynagrodzenie wypłacane regularnie i terminowo • Stabilne zatrudnienie w oparciu o umowę o pracę na pełen etat • Bogaty pakiety socjalny (m.in. Bony okolicznościowe, dofinansowanie wypoczynku dla dzieci, wczasy pod gruszą) • Dofinansowanie do pakietu medycznego • Udział w corocznych imprezach - Piknik rodzinny z okazji Dnia dziecka oraz Mikołajek • Możliwość przystąpienia do atrakcyjnego ubezpieczenia grupowego dla Ciebie i Twojej rodziny • System szkoleń na stanowisku pracy • Możliwość rozwoju zawodowego i awansu w strukturach firmy • Organizujemy transport dla pracowników Zainteresowała Cię nasza oferta? Wyślij Nam swoje CV na adres: rekrutacja.magazyn[at]ilslogistics.eu Zadzwoń na numer 22 714 17 09/6********81 Obowiązek informacyjny | Informacja dot. zgłaszania nadużyć na podstawie ustawy o sygnalistach. Administratorem danych osobowych jest Inter Cars S.A., ul. Powsińska 64, 02-903 Warszawa, tel. 801 80 20 20, sekretariat[]intercars.eu. Administrator wyznaczył Inspektora Ochrony Danych, z którym można kontaktować się pod adresem iod[]intercars.eu Więcej... Podanie danych jest dobrowolne i jest warunkiem wzięcia udziału w procesie rekrutacyjnym, a ich niepodanie uniemożliwi wzięcie w nim udziału. Dane będą przetwarzane w celu: - przeprowadzenia procesu rekrutacyjnego na stanowisko wskazane w ogłoszeniu (podstawa prawna: przetwarzanie niezbędne do podjęcia działań na żądanie osoby, której dane dotyczą, przed zawarciem umowy, niezbędność do wypełnienia obowiązków prawnych ciążących na administratorze, a w przypadku podania danych osobowych wykraczających poza niezbędne do celów prowadzenia rekrutacji - Pani/Pana dobrowolna zgoda), - prowadzenia przyszłych rekrutacji - w przypadku udzielenia odrębnej zgody (podstawa prawna: Pani/Pana dobrowolna zgoda), - realizacji wewnętrznych celów administracyjnych Grupy Kapitałowej Inter Cars, ustalenia, dochodzenia lub obrony przed roszczeniami (podstawa prawna: uzasadniony interes administratora lub strony trzeciej). Odbiorcami Pani/Pana danych osobowych mogą być podmioty świadczące na rzecz administratora usługi niezbędne do realizacji celów przetwarzania, w tym np. dostawcy systemów informatycznych i usług IT, podmioty świadczące usługi prawne, doradcze, audytowe, bezpieczeństwa, przeciwdziałania nadużyciom, wspierające administratora w prowadzeniu rekrutacji, banki, firmy świadczące usługi kurierskie i przewozowe, Poczta Polska, podmioty z Grupy Kapitałowej Inter Cars, a ponadto organy państwa i inne podmioty uprawnione do przetwarzania danych na podstawie przepisów prawa powszechnie obowiązującego. Pani/Pana dane osobowe będą co do zasady przetwarzane na terenie Europejskiego Obszaru Gospodarczego (EOG). Administrator może jednak wyjątkowo przekazywać dane partnerom przetwarzającym je poza EOG, ale tylko w zakresie niezbędnym, związanym z świadczeniem usług na rzecz administratora przez tych partnerów. Administrator zapewnia wówczas odpowiednie zabezpieczenia danych, w szczególności przez transfer do krajów, co do których Komisja Europejska (KE) wydała decyzję stwierdzającą adekwatny stopień ochrony lub stosowanie standardowych klauzul ochrony danych przyjętych na mocy decyzji KE. Może Pani/Pan uzyskać kopię stosowanych zabezpieczeń kontaktując się z administratorem po adresem: iod()intercars.eu. Dane będą przechowywane do czasu zakończenia procesu rekrutacyjnego, przez okres niezbędny do realizacji pozostałych, wyżej wskazanych celów, do czasu wycofania udzielonej zgody - w przypadku przetwarza danych na tej podstawie lub wniesienia sprzeciwu - w przypadku przetwarzania danych na podstawie uzasadnionego interesu administratora. W przypadku wyrażenia zgody na Pani/Pana udział w przyszłych rekrutacjach dane osobowe będą przechowywane przez okres nie dłuższy niż 2 lata. Każdej osobie przysługuje prawo do żądania dostępu do swoich danych osobowych, w tym uzyskania ich kopii, sprostowania, usunięcia, ograniczenia przetwarzania oraz przenoszenia danych, prawo do wniesienia sprzeciwu wobec przetwarzania danych, wniesienia skargi do organu nadzorczego oraz cofnięcia zgody w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem - na zasadach i w przypadkach przewidzianych przez przepisy prawa. Pani/Pana dane osobowe nie podlegają zautomatyzowanemu podejmowaniu decyzji, w tym profilowaniu. Informacja dot. zgłaszania nadużyć na podstawie ustawy o sygnalistach. Osoba aplikująca na dane stanowisko ma możliwość zapoznania się z Procedurą zgłoszeń wewnętrznych Grupy Kapitałowej Inter Cars pod linkiem. Aplikując na stanowisko potwierdzam, że zostałem/zostałam poinformowany/a o takiej możliwości."
dniowka-510-00-pln-netto-c-e-miedzynarodowy-CID4-IDPerne,https://www.olx.pl/oferta/praca/dniowka-510-00-pln-netto-c-e-miedzynarodowy-CID4-IDPerne.html,"DNIÓWKA 510,00 PLN NETTO. C+E międzynarodowy",,,"Poznań, Szczepankowo",Pełny etat,Umowa o pracę,2025-10-11 22:40:51,"Praca dla kierowców C+E w ruchu międzynarodowym: OFERUJEMY: STAWKA DZIENNA 510,00 PLN NETTO. Pakiet Mobilności Kółka na wyspy. (średnio 8-10 dni kółko) Naczepy typu MEGA firanka Auto na stałe przypisane do kierowcy. Praca w polskiej firmie w oparciu o umowę o pracę. Wypłata zawsze terminowo - przelew na konto. OCZEKIWANIA: Doświadczenie w ruchu międzynarodowym Doświadczenie w ruchu lewostronnym Ważny paszport Ważna karta kierowcy Sumienne wykonywanie obowiązków Ważne prawo jazdy z kodem 95"
rtv-euro-agd-dostawca-olsztyn-CID4-ID17jAQ4,https://www.olx.pl/oferta/praca/rtv-euro-agd-dostawca-olsztyn-CID4-ID17jAQ4.html,"RTV EURO AGD - Dostawca, Olsztyn",,,Olsztyn,Pełny etat,Umowa o pracę,2025-10-11 22:40:52,"DOSTAWCA Ruszamy razem? Dołącz do #teamEURO! Zadbaj o transport i dostawy do naszych klientów. Jako DOSTAWCA zajmij się: · realizacją harmonogramu dostaw sprzętu AGD i RTV (rozładunek / załadunek), · profesjonalną obsługą klienta z zachowaniem wysokich standardów jakości, · troską o stan techniczny powierzonego sprzętu na czas transportu i dostawy (kontrola jakościowa i ilościowa). W pracy przyda Ci się: · wysoka kultura osobista, rzetelność i zaangażowanie, · gotowość do pracy fizycznej w ramach 10 lub 12-godzinnego dnia pracy, · a jeśli dodatkowo posiadasz prawo jazdy i doświadczenie w prowadzeniu samochodów dostawczych – witaj w EURO J Zyskaj: · stabilne i pewne zatrudnienie w oparciu o umowę o pracę bez okresu próbnego, · dwuskładnikowe wynagrodzenie: pensja zasadnicza + premia za wyniki, · nagrodę finansową za najlepsze wyniki – co roku najlepsi otrzymują nagrodę finansową za osiąganie najlepszych wyników, · pakiet benefitów (opieka medyczna za 1 zł, karta MultiSport, ubezpieczenie na życie, uczestnictwo w klubach sportowych i wiele innych), · pracę, w której każdy dzień jest inny, a dobra atmosfera to fakt– jesteśmy bardzo zgranym teamem, sam się o tym przekonasz, · program wdrożenia, który ułatwi Ci osiąganie wymarzonych wyników, · pracę 4 dni w tygodniu – abyś miał czas dla siebie i dla swojej rodziny, · bardzo atrakcyjną nagrodę finansową za polecanie do pracy znajomych. Każdy powód jest dobry, aby zaaplikować i dołączyć do #teamEURO! APLIKUJ"
nowe-toyoty-automat-kierowca-taxi-uber-bolt-fn-poznan-zero-kosztow-CID4-ID164vhC,https://www.olx.pl/oferta/praca/nowe-toyoty-automat-kierowca-taxi-uber-bolt-fn-poznan-zero-kosztow-CID4-ID164vhC.html,NOWE Toyoty Automat! Kierowca TAXI Uber/Bolt/FN POZNAŃ – Zero kosztów!,,1 500 - 15 500 zł / mies. brutto,"Poznań, Jeżyce",Pełny etat,"Inny, Samozatrudnienie, Umowa zlecenie",2025-10-11 22:40:51,"Zostań kierowcą Taxi w Poznaniu – Uber, Bolt, FreeNow! Nowe auta Toyota Corolla Hybrid, pełne wsparcie i brak kosztów po Twojej stronie. KIEROWCA TAXI – Uber / Bolt / FreeNow – Poznań Szukasz stabilnej pracy jako kierowca Uber, Bolt i FreeNow? Dołącz do Legra Taxi – rekomendowanego partnera flotowego Uber, Bolt i FreeNow. Nie potrzebujesz własnego auta – oferujemy w pełni wyposażone, nowe samochody Toyota Corolla Hybrid z automatyczną skrzynią biegów. Opony klasy premium i regularny serwis w autoryzowanych punktach. Dostępne we wszystkich kategoriach Uber/Bolt/FreeNow. Nie ponosisz żadnych kosztów – paliwo, serwis, ubezpieczenie, myjnia i opony są po naszej stronie! Praca zmianowa, elastyczny grafik dopasowany do Twoich możliwości. Co zapewniamy ? Nowe samochody Toyota Corolla Hybrid z automatyczną skrzynią biegów – gotowe do jazdy we wszystkich kategoriach Uber/Bolt/FreeNow Terminowe wypłaty – uczciwy podział zysków 50/50 Elastyczny grafik i praca zmianowa – jeździsz wtedy, kiedy Ci pasuje Legalna współpraca – umowa zlecenie + ubezpieczenie Całodobowe wsparcie doświadczonego zespołu Szkolenie z obsługi aplikacji Grafik tygodniowy online Brak kosztów po stronie kierowcy ! Dodatkowe korzyści ! Karta PZU Sport – dostęp do siłowni i basenów Pełny zwrot kosztów badań lekarskich i psychologicznych Program poleceń z dodatkowymi premiami Obowiązki Dbanie o bezpieczne warunki przejazdu Utrzymanie czystości pojazdu Dyspozycyjność Przestrzeganie ustalonego grafiku i punktualność Wymagania Prawo jazdy kat. B (min. 1 rok) Zaświadczenie o niekaralności (nie starsze niż 30 dni) Badania medycyny pracy (orzeczenie lekarskie i psychologiczne) Zdjęcie 35x45 mm (jak do paszportu) w zależności od miasta Wysoka kultura osobista i zaangażowanie Każdy samochód posiada Pełne oznakowanie i wyposażenie Taxi Ładowarkę z kablem dla każdego telefonu Uchwyt na telefon Kartę paliwową oraz abonament na myjnie Wypis z licencji taxi Zainteresowany? Zadzwoń już teraz: 888_123_333 Praca dostępna od zaraz – Poznań Nie czekaj – liczba miejsc ograniczona! Legra Taxi – rekomendowany partner flotowy Uber, Bolt i FreeNow."
instruktor-przedszkoliada-pl-zajecia-sportowe-dla-dzieci-wiek-3-6l-CID4-ID10y5BM,https://www.olx.pl/oferta/praca/instruktor-przedszkoliada-pl-zajecia-sportowe-dla-dzieci-wiek-3-6l-CID4-ID10y5BM.html,Instruktor Przedszkoliada.pl - zajęcia sportowe dla dzieci (wiek 3-6l),,48 - 70 zł / godz. brutto,Łomża,Pełny etat,"Umowa o pracę, Samozatrudnienie, Umowa zlecenie",2025-10-11 22:41:12,"Jeżeli bliska jest Ci kultura fizyczna i sport, jeżeli chciałbyś zarażać swoją pasją najmłodszych, dołącz do podlaskiej Drużyny Kangura. Głównym celem programu zajęć rozrywki ruchowej „Drużyna Kangura” jest rozwijanie i kształtowanie u przedszkolaków naturalnej potrzeby ruchu, zaspokojenie chęci spontanicznej aktywności fizycznej, a także przygotowanie do podejmowania regularnego ruchu teraz i w późniejszych latach. Poszukujemy osób z powiatów: białostockiego, miasta Białystok, miasta Łomża, miasta Suwałk, zambrowskiego, wysokomazowieckiego, suwalskiego, łomżyńskiego, hajnowskiego, sejneńskiego, siemiatyckiego, grajewskiego, bielskiego, augustowskiego, sokólskiego, monieckiego !! Hura! Hura! Drużyna Kangura ! Zapraszamy do kontaktu:"
opiekun-klienta-play-dzien-dobry-3600-zl-netto-3000-zl-CID4-IDNlNTR,https://www.olx.pl/oferta/praca/opiekun-klienta-play-dzien-dobry-3600-zl-netto-3000-zl-CID4-IDNlNTR.html,Opiekun Klienta PLAY - Dzień Dobry - 3600 zł netto + 3000 zł,,5 000 - 11 000 zł / mies. brutto,"Kraków, Czyżyny",Pełny etat,"Umowa o pracę, Umowa zlecenie",2025-10-11 22:41:12,"Witamy serdecznie Oferujemy ciekawą pracę w firmie z doświadczeniem i ugruntowaną pozycją na rynku. Proponujemy Partnerskie podejście i niesamowity klimat w pracy Osoby bez doświadczenia szybko się odnajdą w pracy dzięki profesjonalnym szkoleniom OPIS STANOWISKA: Poszukujemy Pracowników na stanowisko Opiekuna Klienta sieci Play. Praca polega na obsłudze Klientów sieci Play: telefonicznie, mailowo. Posiadamy dobrej klasy narzędzia, które ułatwiają i upraszczają pracę. Praca w dogodnych godzinach, bez systemu zmianowego – pewnie i wygodnie. Od poniedziałku do piątku pracujemy od 10:00 do 18:00. Pracujemy tylko od poniedziałku do piątku - weekendy mamy zawsze wolne. Partnerskie podejście i nielimitowane przerwy w trakcie dnia pracy Od Naszych Pracowników oczekujemy odpowiedzialnego i uczciwego podejścia do Klienta. Dzięki stałym godzinom i wolnym weekendom, łatwo jest połączyć pracę z życiem prywatnym FINANSE: Jasny i bardzo przejrzysty system finansowy pozwalający na wysokie zarobki. System w którym czujemy naszą pracę w portfelu Gwarantowana Podstawa 3600 zł netto Dodatkowa Premia średnio 2000 zł – 4000 zł netto na Osobę Osoby z Doświadczeniem potrafią uzyskać 5000 zł - 7000 zł netto samej Premii Na początek współpracy umowa zlecenie Osoby uczące się, do 26 roku życia mają jeszcze większą Wypłatę Umowa ze wszystkimi składkami i płatny urlop zapisany w umowie zlecenie SZUKAMY OSÓB: Posiadających dobrą dykcję i lubiących kontakt z ludźmi Pewnych Siebie i odpowiedzialnych za powierzone obowiązki Ambitnych i zaangażowanych w pracy Posiadanie doświadczenia przy obsłudze Klienta będzie dodatkowym atutem. 14 lat doświadczenia Firmy ForTeam daje stabilność i perspektywę rozwoju Praca w wygodnym biurze w Krakowie w bardzo dobrej lokalizacji Duża liczba połączeń komunikacyjnych i dwa parkingi Praca pod szyldem znanej i cenionej marki Play posiadającej jedne z najlepszych produktów. Zapraszamy do składania CV Uczestnicząc w procesie rekrutacji wyrażają Państwo zgodę na przetwarzanie Państwa danych przez firmę ForTeam. Dane będą przetwarzane do czasu zakończenia rekrutacji."
