id,url,title,company,salary,location,work_time,contract_type,scraped_at,description
5417380935,https://www.gumtree.com/p/fundraising-jobs/cash-in-hand-job-wages-paid-daily-fully-commissioned-based-no-cap-earn-over-£100-per-day/5417380935,CASH IN HAND JOB - WAGES PAID DAILY - FULLY COMMISSIONED BASED - NO CAP - EARN OVER £100 PER DAY,HIRE ME - LONDON,£100 per DAY,"Pinner, London",Part Time,Cash in Hand,2025-12-24 00:40:19,"FOR QUICK RESPONSE CALL OR TEXT “ BEAST “ TO 07427 748 080 AND OUR RECRUITMENT TEAM WILL CONTACT YOU. START TODAY - GET PAID ON THE DAY - EARN OVER £100 PER DAY PART OR FULL TIME OR JUST WEEKENDS A Commission-Based Fundraiser, with no CAP. Unlimited earning potential is responsible for raising funds for our client by soliciting donations from individuals at sites that have been pre-booked. This role involves developing and maintaining donor relationships, being part of an ongoing fundraising campaign, and effectively communicating the mission and goals of the organization. Compensation is primarily based on a commission structure tied to the funds raised. Key Responsibilities: Fundraising Strategy: Develop and implement a fundraising strategy in alignment with the organization's goals and financial needs. Full Training provided: Initiate contact with potential donors through in-person meetings. Cultivate and explore opportunities for increased contributions. Campaign Development: Be part of compelling fundraising campaigns and initiatives to attract donor interest and engagement. Collaborate with marketing and communication teams to develop persuasive fundraising materials. Networking: Meet other like minded people to reach and build strong pitches and understanding how to access your full potential to achieve high results Education and Awareness: Educate donors about the organization's mission, programs, and impact, emphasizing the importance of their contributions. Compliance and Ethics: Adhere to all legal and ethical fundraising guidelines, including data protection and privacy regulations. Qualifications: Proven experience in fundraising, sales, or a related field. Excellent interpersonal and communication skills. Strong organizational and time management abilities. Knowledge of fundraising strategies, donor relations, customer service skill is helpful. Results-oriented with a track record of meeting or exceeding fundraising goals. Ability to work independently and as part of a team. Compensation: The Commission-Based Fundraiser is compensated based on a commission structure tied to the funds raised. Commission rates may vary depending on the organization's policies and the specific fundraising campaign. This is a great opportunity for high earners who are comfortable in their abilities; who love to interact and talk to people. FOR QUICK RESPONSE CALL OR TEXT “ BEAST “ TO 07427 748 080 AND OUR RECRUITMENT TEAM WILL CONTACT YOU. START TODAY - GET PAID ON THE DAY - EARN OVER £100 PER DAY"
5417380936,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417380936,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:19,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07514642659 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07514642659 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07514642659 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417380937,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417380937,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:19,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07475 070 379 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417585125,https://www.gumtree.com/p/fundraising-jobs/immediate-start-cash-in-hand-everybody-welcome-full-training-given-paid-job-cash-in-hand/5417585125,IMMEDIATE START CASH IN HAND EVERYBODY WELCOME FULL TRAINING GIVEN - *PAID JOB* CASH IN HAND,,Commission based EARN 50 -200 PER SHIFT DEPENDING ON YOUR SKILL SET FULL TRAINING,"Pinner, London",Part Time,Cash in Hand,2025-12-24 00:40:30,"CHARITY FUNDRAISING OPPORTUNITY – ALL EXPERIENCE LEVELS WELCOME! WE NEED YOUR HELP! Our clients work tirelessly to improve the health, wellness and livelihoods for those who require support across the UK through their charities. As they continue to grow, we are currently recruiting enthusiastic and motivated fundraisers to promote their activities and services to the public to raise money to continue making a positive difference to those in need. This is a commission-based role, with part time, full time and temporary opportunities available and fundraisers shall be expected to travel to different locations around the UK to do a street collection in busy areas, which you will be attending with your team leader. Starting between the hours between 9/10AM and return to the office between 5/6PM. Locations are based within or outside London, and the office is based in London, so it is essential that fundraisers can travel to the London area and can travel daily! You will be required to dress role as you will be outside! You must, be at least 18 years old, be fluent with English and be well-presented. SKILLS AND EXPERIENCE We welcome applications from those with experience Sales, Customer Service, Advertising, Promotions, Retail, Call Centre, Hospitality or Marketing. However, this isn’t essential the below skills are most important! · Energised, with an enthusiastic and positive interaction with customers (BIG SMILES ARE ESSENTIAL)! · Well-spoken with excellent communication skills. · Strong time management and organisational skills, with responsibility to attend sites and return to the office on time, with prompt notification to team leader if any issues arise. · Ability to explain and uphold the culture and values of the charity which is being represented on each shift, whilst adhering to the site’s code of conduct. WHAT YOU CAN EXPECT FROM US. · Cash in hand daily after each shift depending on amount of money raised. · A flexible schedule, with shifts booked in weekly. · All marketing and branded charity materials provided, including modern card machines (not everyone has cash!!). · Training from professional sellers in the industry, who constantly support and motivate you to be at your best and develop excellent skills! SOUND LIKE YOU? · WhatsApp the words ‘ CASH STREET’ to 07892936771 for fast response from our team. · We shall contact you to provide more details on the role and how to sign up. · To sign up, you will need to visit our office with a proof of address and ID! What are you waiting for? Apply today!!"
5417380939,https://www.gumtree.com/p/retail-jobs/london-student-campaign-cash-in-hand-daily-payment-must-be-able-to-travel-must-speak-english/5417380939,London STUDENT Campaign - Cash in Hand- Daily Payment - Must be able to travel - Must speak English,URBAN WORKAHOLICS,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:30,"We are now recruiting for an immediate start. Call now or text 07514642659 the word "" WOOLWICH "" for a quick response from our HR department. Job Title: Campaign Ambassador Location: London, UK Employment Type: Temporary, Full/Part time, Cash in Hand Daily Payment Job Description: Are you looking for an exciting and flexible opportunity to earn cash daily while immersing yourself in a thrilling new campaign in the heart of London? We have the perfect role for you as a Campaign Ambassador! Join our team and be part of something truly exceptional. Responsibilities: Campaign Engagement: As a Campaign Ambassador, you will be at the forefront of an exhilarating marketing campaign. You'll engage with the public, promote the campaign's message, and generate buzz and excitement in and around London. Product Knowledge: Master the campaign's details and key selling points. You will be the go-to source of information, answering questions and creating genuine interest. Street Team Activities: Join a dynamic team of like-minded individuals, and together, you'll execute various street-level activities such as handing out flyers, promotional materials, and merchandise, as well as encouraging participation and interaction and generating donations. Data Collection: Collect valuable data and feedback from the public to gauge campaign effectiveness. This data will play a crucial role in shaping the campaign's direction for the marketing director. Cash in Hand Daily Payment: Enjoy the flexibility of receiving daily cash payments for your work, making this opportunity an excellent choice for those looking for immediate financial rewards. Qualifications: Enthusiasm: A positive and outgoing attitude is a must. We're looking for individuals who can spread excitement and energy wherever they go. Effective Communication: Strong communication skills are vital, as you'll be interacting with a diverse range of people. Being approachable and persuasive is a plus. Reliability: Punctuality and commitment to your shifts are crucial to the success of the campaign. Self-Motivated: While you'll be part of a team, the ability to work independently and proactively is a valuable trait. Basic Knowledge of London: Familiarity with London's streets and hotspots is beneficial, but not a strict requirement. Benefits: Daily Cash Payments: Get paid for your work immediately after your shift ends. Flexibility: Choose your shifts to fit your schedule and lifestyle. Exciting Environment: Be part of a high-energy campaign that promises new experiences every day. Networking: Connect with like-minded individuals and potentially open doors to future opportunities. Invaluable Experience: Develop communication and sales skills while having a great time on the job. If you're ready to embrace an exciting and flexible temporary opportunity, this Campaign Ambassador role in London is perfect for you. Join us in making a difference and having fun while earning cash daily! Apply today and become a part of something truly extraordinary. FOR QUICK RESPONSE CALL/WHATSAPP OR TEXT "" WOOLWICH "" TO 07514642659 AND OUR RECRUITMENT TEAM WILL CONTACT YOU."
5417380942,https://www.gumtree.com/p/marketing-jobs/start-immediately-daily-cash-paid-temp-part-time-full-time-roles-available/5417380942,START IMMEDIATELY – DAILY CASH PAID TEMP | PART-TIME | FULL-TIME ROLES AVAILABLE,Guaranteed Job UK,£40 -100 PER DAY - WITH IMMEDIATE CASH PAYMENTS 0N THE DAY,"West Ealing, London",Part Time,Cash in Hand,2025-12-24 00:40:30,"START IMMEDIATELY – DAILY CASH PAID TEMP | PART-TIME | FULL-TIME ROLES AVAILABLE Location: Central London £40–£100+ PER DAY – CASH IN HAND Text “BLUE” to 07365995075 to APPLY NOW Looking for guaranteed, flexible work with daily pay and immediate start? We’re hiring confident, reliable individuals to join our professional team in London. What We Offer: Guaranteed work – once registered, you can work any day you choose Immediate starts – work today, get paid today Daily cash payments – no waiting for wages Bonuses paid daily – get rewarded for performance Full training provided – no experience needed No CV required – quick and easy onboarding All equipment supplied – just show up ready to go What We’re Looking For: Well-groomed, professional individuals Friendly, reliable, and confident communicators Must be based in London and able to commute daily Must be ready to start immediately Experience in sales, promotions, events, customer service, hospitality, or marketing is a bonus — but not required. We Work Hard. We Pay Fast. This is a field-based role at live events and promotions across London. We are a well-established company with a solid reputation, and we are expanding now. TEXT “BLUE” to 07365995075 OR CALL NOW to speak directly with our HR team No CV needed. No experience required. Guaranteed flexible work. Get started today — text “BLUE” now for immediate response and same-day work."
5417380943,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417380943,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:32,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417380944,https://www.gumtree.com/p/fundraising-jobs/street-fundraiser-flexible-hours-daily-wages-paid/5417380944,Street Fundraiser - Flexible Hours - Daily wages paid,Fundraising UK,"Choose your own working days Minimum of 4 hours per day Cash in hand, paid daily - UNCAPPED","Pinner, London",Part Time,Cash in Hand,2025-12-24 00:40:32,"Job Role: Street Fundraiser - Flexible Hours Location: London Contract: Zero-Hour Call or Text “ STREET “ to 07475 068 445to get a quick response from our recruitment team Description: We are looking for enthusiastic individuals who need quick cash, including students, professional fundraisers, or anyone with strong sales and communication skills. As a Street Fundraiser, you will engage with the public to raise awareness and secure donations for various causes. Key Details: Flexible Days: Choose your own working days Daily Commitment: Minimum of 4 hours per day Payment: Cash in hand, paid daily Requirements: Strong communication and sales skills Friendly, outgoing personality Ability to engage with the public confidently Reliable and punctual Benefits: Immediate cash payment Flexible working hours to fit your schedule Opportunity to support meaningful causes Gain valuable experience in fundraising and sales To Apply: If you're motivated, persuasive, and ready to make a difference, we'd love to hear from you. Join our team of street fundraisers in London and start earning today! Call or Text “ STREET “ to 07475 068 445 to get a quick response from our recruitment team"
5417380938,https://www.gumtree.com/p/sales-customer-service-jobs/whitechapel-students-needed-for-cash-in-hand-job-role-wages-paid-daily-must-have-goods-english/5417380938,WHITECHAPEL - STUDENTS NEEDED FOR CASH IN HAND JOB ROLE - WAGES PAID DAILY - MUST HAVE GOODS ENGLISH,Student Support - LONDON BRANCH,£100 per DAY,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:40:32,"START MAKING MONEY TODAY CALL OR TEXT “ SUPERSTAR “ TO 07706623262 AND OUR RECRUITMENT TEAM WILL CONTACT YOU. WORK TODAY - GET PAID ON THE DAY - EARN £50 to £100 PER DAY PART TIME AND WEEKENDS AVAILABLE A Commission-Based Daily Pay Fundraiser ideal for Students who wants play a crucial role in raising funds for a non-profit organization, through soliciting donations on a daily basis at pre-booked sites all over London Great experience to have on CV Get paid daily wages Flexible hours You choose the days you want to work This position requires effective communication, interpersonal skills, and a strong passion for the mission of the organization. Compensation is primarily commission-based, with daily earnings. Key Responsibilities: Fundraising Activities: Actively engage potential donors face-to-face interactions. Effectively communicate the mission, objectives, and impact of the organization to inspire donations. Donor Outreach: Identify and approach potential donors and prospects through on pre-booked sites and community events. Build and maintain relationships with existing donors fostering a sense of belonging to the cause. Fundraising Campaigns: Participate in or lead daily fundraising campaigns, events, or initiatives to encourage donor participation. Collaborate with the fundraising team to develop compelling messages and materials. Target Achievement: Set and achieve daily and weekly fundraising targets Monitor and evaluate progress toward goals and adjust strategies as needed. Feedback and Improvement: Gather feedback from donors to improve fundraising strategies and enhance donor engagement. Continuously refine approaches and techniques to maximize fundraising results. Compliance and Ethics: Adhere to all relevant laws, regulations, and ethical standards for fundraising, including data privacy and donor protection. Qualifications: Previous experience in fundraising, sales, or a related field is advantageous. Exceptional interpersonal and communication skills. Self-motivated, results-driven, and able to thrive in a competitive environment. Strong time management and organizational abilities. Passion for the mission and goals of the organization. Knowledge of fundraising techniques and strategies. Compensation: The Commission-Based Daily Pay Fundraiser's primary compensation is commission-based, with earnings paid out daily. The specific commission structure may vary depending on the organization's policies and the nature of the fundraising campaigns. START MAKING MONEY TODAY CALL OR TEXT “ SUPERSTAR “ TO 07706623262 AND OUR RECRUITMENT TEAM WILL CONTACT YOU. WORK TODAY - GET PAID ON THE DAY - EARN £50 to £100 PER DAY PART TIME AND WEEKENDS AVAILABLE"
5417380947,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417380947,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:35,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07475 068 445 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417380948,https://www.gumtree.com/p/sales-customer-service-jobs/seasonal-fundraising-roles-immediate-start-daily-pay-/5417380948,Seasonal Fundraising Roles – Immediate Start & Daily Pay!,Glass Recruitment UK ( London Branch ),50-£120 PER DAY - WITH IMMEDIATE CASH PAYMENTS 0N THE DAY,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:40:35,"Seasonal Fundraising Roles – Immediate Start & Daily Pay! Looking to earn extra cash for the holiday season? Join us as a Seasonal Fundraiser and start making money immediately while supporting a great cause. Flexible, rewarding work with immediate start available! Key Details: Location: Events based in central London Pay: £50–£120 per day, with daily payments in cash Flexible Hours: Full-time, part-time, zero-hours – choose the schedule that works for you No CV Needed: Simply call or text 'GLASS' to apply today! 07472748400 What We Offer: Complete Flexibility – Zero-hour contracts, putting you in control of your hours Full Training Provided – Start confidently with all the support and tools you need One-to-One Coaching Available – Personalized guidance to help you succeed Uncapped Earnings – Daily payments in cash, allowing you to earn as much as you want based on your performance Who We’re Looking For: Friendly and Outgoing – Enjoy engaging with the public and raising awareness for a great cause Professional and Presentable – Ready to represent our team in public Immediate Availability – Start earning right away Call or Text “GLASS” to 07472748400 NOW Our HR team will respond quickly to set up your start date. This role is ideal for students, professionals, or anyone looking to maximize their earnings for the festive season. No previous experience required—just a positive attitude and enthusiasm! Apply Now – Text “GLASS” to 07472748400 and secure your spot!"
5417380949,https://www.gumtree.com/p/retail-jobs/brand-ambassador-/5417380949,Brand Ambassador,URBAN,,"Wolverhampton, West Midlands",Part Time,Cash in Hand,2025-12-24 00:40:35,"Position: Brand ambassador - - Get Daily Payment in Cash Location: London Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Are you passionate about making a difference in your community? Join our team as a brand ambassador , where you'll have the opportunity to engage face-to-face with the public, provide vital information about our mission, and sell food packages to support local food banks and soup kitchens in London. Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Key Responsibilities: Conduct face to face sales and engage with members of the public in various locations across London. Educate individuals about our organisation's mission and the importance of supporting food banks and soup kitchens. Present information about our food packages, including their contents and how they contribute to alleviating hunger in the community. Actively promote and sell food packages, emphasising their value and impact. Collect nd take payments via card machines to generate high earnings. Provide excellent customer service by addressing any questions or concerns from potential customers. Collaborate with team members to meet sales targets and contribute to the overall success of our campaign efforts. Requirements: Strong interpersonal and communication skills, with the ability to engage effectively with diverse audiences. Previous experience in face-to-face sales or fundraising is preferred but not required; training will be provided on the day. Self-motivated and results-oriented, with a passion for making a positive impact in the community. Comfortable working outdoors and being able to travel to sites in London. Ability to work flexible hours, including evenings and weekends, to maximise outreach opportunities. Compensation: Competitive commission-based pay structure, with the potential for significant earnings based on performance. Training provided to equip you with the knowledge and skills needed to succeed in the role. Flexible scheduling to accommodate your availability and lifestyle. Payment will be made in cash on the day of work. Zero-hour contract, providing freedom and no long-term commitment. Join us in our mission to combat food insecurity and support those in need in London. Become a brand ambassador and be a driving force in our efforts to make a difference in the community. Apply now and start making an impact today! Call or Text “HEART” to 07915 002 334 for a quick response from our HR department. GET PAID DAILY. Position: Brand Ambassador - Get Daily Payment in Cash"
5417380950,https://www.gumtree.com/p/marketing-jobs/temp-fundraising-roles-earn-big-daily-pay-cash-in-hand/5417380950,Temp Fundraising Roles – Earn Big & Daily Pay! CASH IN HAND,TEMP WORK,50-£120 PER DAY - WITH IMMEDIATE CASH PAYMENTS 0N THE DAY - EARN BIG,"West Ealing, London",Part Time,Cash in Hand,2025-12-24 00:40:38,"Position: Fundraiser – Support Local Projects & Earn Big! Are you looking for a rewarding opportunity to earn while making a real difference? Join us this Year as a Fundraiser, supporting exciting local community projects! What We Offer: Generous 40% Commission on funds you raise – Uncapped earnings! EARN BIG Daily Cash Payments for your hard work All Equipment Provided – Card readers, marketing materials, and more! High-Traffic Locations booked for maximum footfall and revenue A Flexible Zero-Hour Contract giving you the freedom to work when it suits you Why Join Us? This is a fantastic time to earn, It’s an easy job where you can interact with people, raise money for important local projects, and make a real impact. Plus, you'll enjoy the satisfaction of supporting the community while pocketing a rewarding commission! What You’ll Do: Raise funds for local projects at busy locations Engage with the public, promoting the cause Use provided equipment to easily process donations Whether you're looking to earn extra cash or want a flexible, rewarding role, this opportunity is for you. A great way to start making money! Apply Today by texting 'TEMP' to 07475070379 or call our HR team for a quick response. Let’s make a difference together this Year!"
5417380951,https://www.gumtree.com/p/fundraising-jobs/cash-in-hand-daily-pay-full-part-time-must-be-able-to-travel-good-communication-needed/5417380951,CASH IN HAND DAILY PAY - FULL/PART TIME - MUST BE ABLE TO TRAVEL - GOOD COMMUNICATION NEEDED,URBAN WORKAHOLICS LTD,,"Pinner, London",Full Time,Cash in Hand,2025-12-24 00:40:38,"NO CV REQUIRED JUST CALL OR TEXT THE WORD "" CHAMPION "" to 07365 995 075 WE PAY CASH ON THE DAY - GET PAID DAILY IN CASH FULL OR PART TIME - WEEKENDS No Experience is necessary as we provide full product/service coaching, although we do welcome candidates with previous experience in Fundraising, Sales, Customer Service, Advertising, Promotions, Retail, Call Centre, Hospitality or Marketing. Currently our business is booming in 2025; so we are now hiring talented well-spoken individuals, who can represent our company ethos. The role is to promote our new client raising awareness of the activities they do. You must be able to start immediately; either Full Time or Part Time, Week Days or Weekends. This is a field-based vacancy. We hold events daily, weekly and monthly and are currently looking to hire immediately. Please text the word "" CHAMPION "" for fast response to 07365 995 075 We are located in the heart of London, an established company with high reputation and recognition for the services we provide to our clients. We would love for you to join our team at our new Branch CALL or TEXT NOW the words "" CHAMPION "" 07365 995 075 - FOR THE OPPORTUNITY TO START YOUR CAREER NOW! Mobile/Whatsapp: 07365 995 075 ALL CANDIDATES MUST 16 AND OVER AND LIVE IN THE UK - LONDON AREA AND MUST BE ABLE TO COMMUTE TO OUR LONDON OFFICE DAILY! Please note that all openings are based in the field with income purely based on performance, the harder you work the greater your rewards, which includes face to face customer service and promotional work. There are also business development opportunities for the more ambitious, who consistently achieve high quality results. This is a great opportunity for high earners who are comfortable in their abilities; who love to interact and talk to people. NO CV required just call or text the word "" CHAMPION "" to 07365 995 075 so that our Recruitment Team can get in touch with you as soon as possible!"
5417380952,https://www.gumtree.com/p/sales-customer-service-jobs/start-today.-daily-pay-cash-in-hand-daily.-work-available-every-day/5417380952,START TODAY. - DAILY PAY - CASH in HAND DAILY. WORK AVAILABLE EVERY DAY,Glass Recruitment UK ( London Branch ),50-£120 PER DAY - WITH IMMEDIATE CASH PAYMENTS 0N THE DAY,"Kinross, Perth and Kinross",Part Time,Cash in Hand,2025-12-24 00:40:38,"Job Opportunity: Immediate Start Available We are currently hiring for Full-Time, Part-Time, and Temporary Positions in an exciting field-based role. Apply Now – Text “GLASS” to 07365 995 075 About the Role: Join our dynamic team to promote our new client and engage with the public at various events across London. Your role will involve raising awareness and professionally representing our company’s values. What We Offer: Daily Cash Payment Travel Expenses Covered (T&C) Full Training and Equipment Provided Daily Cash Bonuses Available Ideal Candidate: Well-Groomed and Professional: You’ll be representing us publicly; a polished image and strong communication skills are essential. Motivated and Outgoing: Ready to embrace a fast-paced role with significant growth potential. Immediate Availability: Start earning right away with a flexible, rewarding role. Position Details: Location: Based in central London Compensation: £50–£120 per day, based on performance No CV Required: A quick call or text is all it takes to apply. To Apply: Call or Text “GLASS” to 07365 995 075 Our HR Team will respond quickly to discuss your start date. Experience is not necessary, as we provide full training to all new hires. Previous experience in Sales, Customer Service, Promotions, Retail, Call Centre, Hospitality, or Marketing is advantageous but not required. Apply Now – Text “GLASS” to 07365 995 075"
5417380945,https://www.gumtree.com/p/marketing-jobs/temp-fundraising-roles-earn-big-daily-pay-cash-in-hand/5417380945,Temp Fundraising Roles – Earn Big & Daily Pay! CASH IN HAND,TEMP WORK,50-£120 PER DAY - WITH IMMEDIATE CASH PAYMENTS 0N THE DAY - EARN BIG,"West Ealing, London",Part Time,Cash in Hand,2025-12-24 00:40:40,"Position: Fundraiser – Support Local Projects & Earn Big! Are you looking for a rewarding opportunity to earn while making a real difference? Join us this Year as a Fundraiser, supporting exciting local community projects! What We Offer: Generous 40% Commission on funds you raise – Uncapped earnings! EARN BIG Daily Cash Payments for your hard work All Equipment Provided – Card readers, marketing materials, and more! High-Traffic Locations booked for maximum footfall and revenue A Flexible Zero-Hour Contract giving you the freedom to work when it suits you Why Join Us? This is a fantastic time to earn, with the festive season bringing in higher foot traffic and a spirit of giving. It’s an easy job where you can interact with people, raise money for important local projects, and make a real impact. Plus, you'll enjoy the satisfaction of supporting the community while pocketing a rewarding commission! What You’ll Do: Raise funds for local projects at busy locations Engage with the public, promoting the cause Use provided equipment to easily process donations Whether you're looking to earn extra cash or want a flexible, rewarding role, this opportunity is for you. A great way to start making money! Apply Today by texting 'TEMP' to 07915002334 or call our HR team for a quick response. Let’s make a difference together this Year!"
